"f_381-2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.70894,1,0,0,0.025,0
0.70782,1,0.05,0.05,0.025,0
0.70015,1,0.1,0.1,0.025,0
0.68598,1,0.15,0.15,0.025,0
0.67299,1,0.2,0.2,0.025,0
0.66541,1,0.25,0.25,0.025,0
0.6386,1,0.3,0.3,0.025,0
0.60576,1,0.35,0.35,0.025,0
0.56716,1,0.4,0.4,0.025,0
0.53838,1,0.45,0.45,0.025,0
0.52309,1,0.5,0.5,0.025,0
0.47392,1,0.55,0.55,0.025,0
0.42003,1,0.6,0.6,0.025,0
0.38171,1,0.65,0.65,0.025,0
0.32095,1,0.7,0.7,0.025,0
0.29991,1,0.75,0.75,0.025,0
0.23464,1,0.8,0.8,0.025,0
0.16659,1,0.85,0.85,0.025,0
0.11993,1,0.9,0.9,0.025,0
0.048461,1,0.95,0.95,0.025,0
0.024326,1,1,1,0.025,0
